MaYTe,HoTen,MaDoiTuong,GioiTinh,NgaySinh,SoBHYT,BHTuNgay,BHDenNgay,DiaChi,SoDienThoai
BN4986,Lê Kim F,DT04,Nữ,18/06/1974,,,,"A2, Phường Lê Lợi, Tỉnh Kiên Giang",0960558469
BN4987,Hồ Mỹ Linh,DT01,Nữ,24/09/1986,QN76084396158112,25/02/2025,24/02/2026,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0348677375
BN4988,Nguyễn Quang Vinh,DT04,Nam,13/09/1955,,,,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0899928775
BN4989,Hồ Gia Khang,DT01,Nam,04/12/1964,TE25077111453900,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, TP HCM",0312683707
BN4990,Đặng Thanh Dũng,DT03,Nam,14/12/1978,GD59044814088312,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0324276033
BN4991,Đỗ Thu Thảo,DT01,Nữ,21/09/1975,QN74045352666090,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Đồng Nai",0812795476
BN4992,Hoàng Anh Tuấn,DT01,Nam,25/02/1949,CN86081503783302,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0844504684
BN4993,Nguyễn Mai Hương,DT01,Nữ,07/10/2016,TE30094919892180,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Hưng Yên",0921384011
BN4994,Lê Bảo Long,DT04,Nam,04/02/1963,,,,"A2, Xã Hòa Bắc, Tỉnh Hưng Yên",0387738664
BN4995,Bùi Mai Hương,DT04,Nữ,23/09/1998,,,,"Lô B4, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0332714017
BN4996,Bùi Xuân Bách,DT04,Nam,21/11/2008,,,,"Đường 3/2, Phường Lê Lợi, Tỉnh Kiên Giang",0348224459
BN4997,Phạm Văn A,DT02,Nam,31/08/1945,,,,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0725016536
BN4998,Phạm Kim F,DT01,Nữ,25/04/1950,BT60031982090506,02/06/2025,01/06/2026,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0926875659
BN4999,Đặng Bảo Long,DT04,Nam,20/01/1964,,,,"Ngõ 12, Phường Dương Đông, TP Hà Nội",0343125090
BN5000,Lê Hoàng Nam,DT01,Nam,29/06/2007,QN86092811759146,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0325337634
BN5001,Lê Ngọc Ánh,DT04,Nữ,08/11/1971,,,,"Số 10, Phường Nguyễn Du, TP HCM",0385801050
BN5002,Hoàng Ngọc Ánh,DT01,Nữ,26/11/2018,CN18032297336301,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, Tỉnh Đồng Nai",0770018472
BN5003,Trần Mỹ Linh,DT01,Nữ,09/04/1965,BT76033666677590,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Kiên Giang",0367868411
BN5004,Đặng Minh Hùng,DT01,Nam,09/06/1941,CN83059875001924,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, TP Đà Nẵng",0332922949
BN5005,Nguyễn Minh Hùng,DT01,Nam,11/09/1948,CN08045942346602,15/10/2025,14/10/2026,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0760203649
BN5006,Phạm Hoàng Nam,DT01,Nam,27/12/1947,CN39015193222155,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP Đà Nẵng",0993114069
BN5007,Đỗ Quang Vinh,DT01,Nam,27/07/1965,BT72076120117372,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, Tỉnh Đồng Nai",0852173552
BN5008,Hồ Thanh Vân,DT01,Nữ,24/03/1955,CN55056653475928,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, TP Đà Nẵng",0788090732
BN5009,Nguyễn Mỹ Linh,DT04,Nữ,16/01/1986,,,,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0353261086
BN5010,Đỗ Quang Vinh,DT01,Nam,08/03/1988,BT56075551438948,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, Tỉnh Kiên Giang",0389106999
BN5011,Lê Thanh Vân,DT03,Nữ,26/12/1995,CN60056488075431,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP HCM",0360059175
BN5012,Vũ Anh Tuấn,DT01,Nam,13/09/1965,GD31055443426626,10/04/2025,09/04/2026,"Đường 3/2, Phường Nguyễn Du, Tỉnh Hưng Yên",0885585187
BN5013,Đặng Gia Khang,DT01,Nam,06/09/1972,CN41013104642885,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0351279276
BN5014,Đặng Thanh Vân,DT01,Nữ,22/10/2006,GD90078756704423,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0831975102
BN5015,Lê Gia Khang,DT03,Nam,23/10/1995,QN48044265764808,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0398223950
BN5016,Bùi Ngọc Ánh,DT03,Nữ,11/07/1978,GD62010319637783,05/03/2025,04/03/2026,"Ngõ 12, Phường Lê Lợi, TP HCM",0991781814
BN5017,Đỗ Thị Bích C,DT04,Nữ,23/11/1945,,,,"Số 10, Phường Lê Lợi, TP HCM",0931542413
BN5018,Vũ Mai Hương,DT03,Nữ,27/08/1952,GD11081163447605,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP Hà Nội",0850220066
BN5019,Hoàng Gia Khang,DT03,Nam,03/02/2011,TE54020267344384,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP HCM",0762085441
BN5020,Nguyễn Quang Vinh,DT04,Nam,20/12/1974,,,,"Số 10, Phường Bến Nghé, Tỉnh Hưng Yên",0916308426
BN5021,Trần Kim F,DT04,Nữ,01/04/2006,,,,"A2, Xã Hòa Bắc, TP Hà Nội",0869797695
BN5022,Nguyễn Lệ I,DT02,Nữ,26/08/1950,,,,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0736423113
BN5023,Phạm Gia Khang,DT01,Nam,27/07/2002,TE87065345542761,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, Tỉnh Hưng Yên",0768809521
BN5024,Hoàng Kim F,DT01,Nữ,28/01/1981,TE56024923017114,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0737060965
BN5025,Đỗ Hoàng Nam,DT02,Nam,15/05/2007,,,,"Ngõ 12, Phường Dương Đông, TP HCM",0972750316
BN5026,Lê Bảo Long,DT01,Nam,07/10/1957,QN82039141714054,11/03/2025,10/03/2026,"Ngõ 12, Phường Nguyễn Du, Tỉnh Đồng Nai",0920645320
BN5027,Bùi Mai Hương,DT03,Nữ,26/12/2001,TE22036397337445,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0885131992
BN5028,Hoàng Mỹ Linh,DT03,Nữ,07/10/1984,GD19076419022208,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0895441742
BN5029,Nguyễn Văn A,DT02,Nam,20/11/1971,,,,"Khu Phố 5, Phường Dương Đông, Tỉnh Kiên Giang",0791374757
BN5030,Nguyễn Thu Thảo,DT01,Nữ,24/05/1949,BT05061834024787,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0314856041
BN5031,Đặng Thu Thảo,DT01,Nữ,04/11/1999,QN32046248204064,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0728592272
BN5032,Đỗ Ngọc Ánh,DT04,Nữ,04/03/2005,,,,"Ngõ 12, Phường Bến Nghé, Tỉnh Hưng Yên",0792069934
BN5033,Bùi Thanh Dũng,DT02,Nam,24/01/2005,,,,"Khu Phố 5, Thị trấn Vĩnh An, TP HCM",0745674155
BN5034,Bùi Mỹ Linh,DT01,Nữ,27/06/1957,GD92036980597794,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0776115428
BN5035,Lê Mai Hương,DT02,Nữ,23/11/2001,,,,"Đường 3/2, Phường Nguyễn Du, TP HCM",0845159646
BN5036,Đỗ Hoàng Nam,DT02,Nam,22/06/1943,,,,"Số 10, Phường Lê Lợi, Tỉnh Đồng Nai",0841836277
BN5037,Hồ Ngọc Ánh,DT04,Nữ,25/02/1996,,,,"Đường 3/2, Phường Lê Lợi, TP Hà Nội",0844872957
BN5038,Bùi Thanh Vân,DT01,Nữ,19/12/1958,QN82001345438990,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0764108257
BN5039,Hồ Thị Bích C,DT02,Nữ,18/09/1947,,,,"Số 10, Phường Nguyễn Du, TP Hà Nội",0851621579
BN5040,Nguyễn Quang Vinh,DT03,Nam,16/01/2011,CN06043846094102,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0311112391
BN5041,Vũ Thu Thảo,DT03,Nữ,10/05/1988,GD65073507021232,23/07/2025,22/07/2026,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0793762146
BN5042,Lê Thu Thảo,DT01,Nữ,06/06/1990,BT97031178489009,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, TP Đà Nẵng",0983785396
BN5043,Bùi Thị Bích C,DT04,Nữ,04/08/2020,,,,"Lô B4, Thị trấn Vĩnh An, TP HCM",0339897159
BN5044,Hoàng Thanh Vân,DT01,Nữ,16/09/1991,QN40060463736235,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, Tỉnh Đồng Nai",0898844398
BN5045,Nguyễn Thị Bích C,DT03,Nữ,11/06/1979,CN41095202312513,16/05/2025,15/05/2026,"Số 10, Phường Lê Lợi, Tỉnh Kiên Giang",0877295574
BN5046,Hồ Yến Vy,DT02,Nữ,31/12/1997,,,,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0313143944
BN5047,Bùi Quang Vinh,DT01,Nam,19/06/1957,GD55012909493156,02/10/2025,01/10/2026,"Khu Phố 5, Thị trấn Vĩnh An, TP HCM",0359710051
BN5048,Hồ Lệ I,DT01,Nữ,23/11/1966,CN41049100307639,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Đồng Nai",0732811114
BN5049,Nguyễn Ngọc Ánh,DT01,Nữ,03/02/1947,BT12065525116533,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP HCM",0943363171
BN5050,Bùi Thu Thảo,DT04,Nữ,08/02/1982,,,,"Khu Phố 5, Phường Dương Đông, Tỉnh Đồng Nai",0721309278
BN5051,Phạm Mai Hương,DT01,Nữ,21/12/1965,GD33060993592119,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP HCM",0336111407
BN5052,Đỗ Quang Vinh,DT01,Nam,12/09/2015,QN20058833041968,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP Đà Nẵng",0328649967
BN5053,Trần Anh Tuấn,DT01,Nam,09/02/2015,CN10042631608809,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0861601144
BN5054,Đỗ Gia Khang,DT01,Nam,27/11/1979,TE57081586665621,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0393304357
BN5055,Hồ Văn A,DT01,Nam,02/12/1960,CN07052242129571,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Kiên Giang",0789304506
BN5056,Nguyễn Mỹ Linh,DT01,Nữ,01/11/1950,QN17037692481595,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, TP HCM",0977627287
BN5057,Đặng Thanh Vân,DT01,Nữ,11/03/1981,QN29069577418662,21/06/2025,20/06/2026,"Số 10, Phường Bến Nghé, TP HCM",0987270799
BN5058,Trần Mai Hương,DT01,Nữ,18/06/2009,TE82031832514540,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0889091543
BN5059,Trần Quang Vinh,DT03,Nam,11/06/1960,GD04001291216810,11/06/2025,10/06/2026,"A2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0864766440
BN5060,Lê Quang Vinh,DT01,Nam,02/05/1962,BT23068367284185,15/02/2025,14/02/2026,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0725959620
BN5061,Hồ Lệ I,DT01,Nữ,12/05/1982,TE66072582173451,23/02/2025,22/02/2026,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0318547020
BN5062,Trần Gia Khang,DT01,Nam,21/11/1941,GD15037613947301,01/01/2025,31/12/2025,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0795176609
BN5063,Đỗ Thanh Dũng,DT01,Nam,10/08/2006,CN63069237243426,13/09/2025,12/09/2026,"Đường 3/2, Phường Nguyễn Du, TP HCM",0972935043
BN5064,Phạm Yến Vy,DT01,Nữ,13/07/1969,QN01041431023088,06/05/2025,05/05/2026,"Lô B4, Phường Lê Lợi, Tỉnh Hưng Yên",0820057403
BN5065,Lê Thị Bích C,DT03,Nữ,21/04/2010,QN24074801561403,02/12/2025,01/12/2026,"Lô B4, Xã Hòa Bắc, Tỉnh Hưng Yên",0942587552
BN5066,Hồ Văn A,DT01,Nam,28/04/1970,BT10025387400353,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, TP Hà Nội",0876256699
BN5067,Đặng Xuân Bách,DT02,Nam,11/04/1952,,,,"Lô B4, Phường Nguyễn Du, Tỉnh Đồng Nai",0970572615
BN5068,Đỗ Văn A,DT01,Nam,08/10/1974,BT10094939793684,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, Tỉnh Kiên Giang",0319727357
BN5069,Trần Mỹ Linh,DT01,Nữ,31/03/1971,TE94077952979831,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Hà Nội",0970653932
BN5070,Vũ Gia Khang,DT01,Nam,04/02/1989,BT89074295881421,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0370211071
BN5071,Trần Ngọc Ánh,DT04,Nữ,04/01/1948,,,,"Số 10, Phường Dương Đông, TP HCM",0984095220
BN5072,Hoàng Thu Thảo,DT03,Nữ,09/06/2014,BT34017883193929,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, Tỉnh Đồng Nai",0367301734
BN5073,Vũ Anh Tuấn,DT01,Nam,26/11/1954,GD29022821802019,01/02/2025,31/01/2026,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0967366255
BN5074,Đặng Bảo Long,DT01,Nam,23/05/1995,GD73054862476091,03/12/2025,02/12/2026,"Đường 3/2, Phường Dương Đông, Tỉnh Kiên Giang",0823294883
BN5075,Hồ Xuân Bách,DT01,Nam,31/12/1966,QN45075699912724,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, Tỉnh Kiên Giang",0329235184
BN5076,Hoàng Anh Tuấn,DT01,Nam,29/03/1980,BT98044178684805,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, Tỉnh Hưng Yên",0347023592
BN5077,Lê Mai Hương,DT01,Nữ,19/12/1970,GD14052660056042,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0949107342
BN5078,Đặng Mỹ Linh,DT01,Nữ,05/05/1945,QN39021355748686,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0315725242
BN5079,Nguyễn Thu Thảo,DT03,Nữ,13/11/2001,GD26097245680398,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Kiên Giang",0927091624
BN5080,Hoàng Thanh Vân,DT01,Nữ,26/06/1996,BT87034728917987,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, TP HCM",0845060739
BN5081,Trần Thanh Dũng,DT03,Nam,28/04/1940,CN73043251591114,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP Đà Nẵng",0992505059
BN5082,Phạm Thanh Dũng,DT01,Nam,29/06/1942,QN07010911359218,01/01/2025,31/12/2025,"Khu Phố 5, Phường Nguyễn Du, Tỉnh Đồng Nai",0793521274
BN5083,Hồ Quang Vinh,DT01,Nam,27/10/2009,BT47056533952976,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Đồng Nai",0816732313
BN5084,Trần Hoàng Nam,DT01,Nam,12/03/1999,GD63085823913671,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, TP HCM",0920003725
BN5085,Đặng Quang Vinh,DT01,Nam,21/07/2018,CN78038596129097,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Hưng Yên",0759215014
BN5086,Vũ Kim F,DT01,Nữ,01/08/1945,CN73033875698325,17/07/2025,16/07/2026,"Khu Phố 5, Phường Dương Đông, TP Hà Nội",0944969678
BN5087,Hồ Thanh Vân,DT02,Nữ,02/05/1972,,,,"Khu Phố 5, Phường Lê Lợi, TP HCM",0779607486
BN5088,Nguyễn Lệ I,DT01,Nữ,28/05/1967,CN47059771434641,27/03/2025,26/03/2026,"Số 10, Phường Bến Nghé, TP Đà Nẵng",0930580575
BN5089,Hồ Anh Tuấn,DT01,Nam,24/06/1998,GD93018137004518,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0374417509
BN5090,Đỗ Gia Khang,DT01,Nam,17/05/1945,CN86021225148866,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Đồng Nai",0899143072
BN5091,Phạm Mỹ Linh,DT01,Nữ,12/10/1975,QN25034266218714,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP HCM",0979078065
BN5092,Trần Gia Khang,DT01,Nam,26/08/1948,TE45082459826760,11/07/2025,10/07/2026,"Lô B4, Xã Hòa Bắc, Tỉnh Đồng Nai",0318869564
BN5093,Hoàng Mai Hương,DT04,Nữ,13/04/1977,,,,"A2, Phường Dương Đông, TP Hà Nội",0351983991
BN5094,Hoàng Quang Vinh,DT04,Nam,15/07/1992,,,,"Khu Phố 5, Thị trấn Vĩnh An, TP Đà Nẵng",0826667095
BN5095,Trần Mai Hương,DT01,Nữ,09/01/1964,TE48095318341170,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Đồng Nai",0825975535
BN5096,Đỗ Minh Hùng,DT03,Nam,22/05/1971,QN42029841735938,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0750496442
BN5097,Nguyễn Bảo Long,DT03,Nam,30/03/1946,QN08059605334827,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Hưng Yên",0334697000
BN5098,Đỗ Thanh Dũng,DT03,Nam,29/07/2000,TE31082405108582,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP HCM",0749018749
BN5099,Bùi Anh Tuấn,DT04,Nam,29/08/2008,,,,"A2, Phường Dương Đông, TP Hà Nội",0348551124
BN5100,Lê Yến Vy,DT01,Nữ,03/08/2015,TE34040223886441,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Hà Nội",0897892997
BN5101,Đặng Minh Hùng,DT01,Nam,22/02/2016,CN61003855492115,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, TP Đà Nẵng",0778636779
BN5102,Đặng Mai Hương,DT01,Nữ,02/09/1993,TE09012127545957,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Hà Nội",0766301922
BN5103,Trần Thanh Vân,DT01,Nữ,16/08/1977,BT99006825506996,10/03/2025,09/03/2026,"Đường 3/2, Phường Dương Đông, TP Hà Nội",0818160693
BN5104,Bùi Xuân Bách,DT01,Nam,22/09/1994,TE18043792509483,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP HCM",0741243034
BN5105,Lê Gia Khang,DT01,Nam,11/07/2010,GD75048891008313,24/10/2025,23/10/2026,"Đường 3/2, Phường Nguyễn Du, Tỉnh Kiên Giang",0723691391
BN5106,Trần Hoàng Nam,DT04,Nam,08/05/2015,,,,"A2, Phường Bến Nghé, TP Hà Nội",0934033799
BN5107,Hoàng Văn A,DT02,Nam,04/12/1960,,,,"Ngõ 12, Xã Hòa Bắc, TP HCM",0388543034
BN5108,Đỗ Thu Thảo,DT01,Nữ,21/07/1973,GD20072124741872,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, TP HCM",0890120879
BN5109,Vũ Gia Khang,DT01,Nam,20/06/1970,TE74061108010551,07/06/2025,06/06/2026,"Ngõ 12, Phường Bến Nghé, TP Hà Nội",0853006455
BN5110,Hoàng Thanh Vân,DT02,Nữ,12/07/1995,,,,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Hưng Yên",0882576943
BN5111,Lê Mai Hương,DT02,Nữ,16/05/2019,,,,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0979845921
BN5112,Đỗ Thu Thảo,DT01,Nữ,14/06/1954,GD29083992194206,01/01/2025,31/12/2025,"Lô B4, Phường Lê Lợi, Tỉnh Hưng Yên",0943529720
BN5113,Phạm Gia Khang,DT01,Nam,01/11/1956,QN13074430002668,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0391550119
BN5114,Đặng Thị Bích C,DT01,Nữ,27/10/1974,CN26090802965491,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Đồng Nai",0358100159
BN5115,Hoàng Thanh Dũng,DT03,Nam,27/05/1987,TE73028431303129,26/10/2025,25/10/2026,"Đường 3/2, Phường Dương Đông, Tỉnh Đồng Nai",0338495373
BN5116,Đỗ Bảo Long,DT04,Nam,22/09/1994,,,,"Khu Phố 5, Phường Bến Nghé, TP Đà Nẵng",0884002935
BN5117,Phạm Anh Tuấn,DT01,Nam,30/05/2017,BT15064289930058,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP Hà Nội",0847030342
BN5118,Đặng Kim F,DT01,Nữ,23/08/1998,BT35088515481869,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Đồng Nai",0743657658
BN5119,Bùi Thu Thảo,DT02,Nữ,13/10/2003,,,,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0860874856
BN5120,Đỗ Mỹ Linh,DT03,Nữ,01/01/1993,CN16016646583746,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, TP Hà Nội",0862221343
BN5121,Trần Ngọc Ánh,DT01,Nữ,30/08/2013,BT37023690653696,28/04/2025,27/04/2026,"Lô B4, Xã Hòa Bắc, TP Hà Nội",0928822482
BN5122,Trần Lệ I,DT01,Nữ,04/06/1962,BT04033417131040,28/08/2025,27/08/2026,"Lô B4, Phường Dương Đông, Tỉnh Kiên Giang",0385588176
BN5123,Nguyễn Thanh Dũng,DT04,Nam,01/10/1976,,,,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0973150565
BN5124,Nguyễn Xuân Bách,DT03,Nam,19/10/2016,CN41030559116820,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0913231323
BN5125,Hồ Xuân Bách,DT01,Nam,18/02/1982,TE32047744803601,05/11/2025,04/11/2026,"Lô B4, Thị trấn Vĩnh An, TP HCM",0853600983
BN5126,Trần Kim F,DT03,Nữ,28/12/2019,GD13086279557858,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0968233177
BN5127,Nguyễn Kim F,DT01,Nữ,18/11/2010,TE23016723967288,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP HCM",0897175580
BN5128,Đỗ Thu Thảo,DT01,Nữ,30/07/1974,BT82059759867806,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, TP Hà Nội",0843316199
BN5129,Hồ Mỹ Linh,DT01,Nữ,02/04/1984,GD36035579868380,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Hưng Yên",0786371341
BN5130,Đỗ Xuân Bách,DT01,Nam,14/03/2014,GD39015264119838,01/01/2025,31/12/2025,"Số 10, Xã Hòa Bắc, TP Hà Nội",0311069209
BN5131,Vũ Ngọc Ánh,DT01,Nữ,30/01/1982,BT78088881049583,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP HCM",0798846642
BN5132,Trần Kim F,DT02,Nữ,02/10/2008,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0733586995
BN5133,Hoàng Thị Bích C,DT01,Nữ,08/08/2005,BT81011705412445,19/09/2025,18/09/2026,"A2, Phường Nguyễn Du, Tỉnh Kiên Giang",0894454439
BN5134,Vũ Gia Khang,DT01,Nam,21/01/2005,CN02038656055182,05/11/2025,04/11/2026,"Ngõ 12, Phường Dương Đông, Tỉnh Hưng Yên",0730591551
BN5135,Phạm Thanh Vân,DT03,Nữ,16/11/1985,TE90010257725147,08/05/2025,07/05/2026,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0811580383
BN5136,Hồ Gia Khang,DT04,Nam,16/10/2020,,,,"Số 10, Phường Bến Nghé, Tỉnh Đồng Nai",0964811580
BN5137,Đỗ Thanh Dũng,DT01,Nam,31/12/1997,QN09016615511377,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP HCM",0917058202
BN5138,Nguyễn Văn A,DT01,Nam,23/06/2011,GD26042152532551,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Đồng Nai",0769513201
BN5139,Nguyễn Thị Bích C,DT01,Nữ,10/10/1973,BT17028270358738,08/09/2025,07/09/2026,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0926710008
BN5140,Đỗ Anh Tuấn,DT01,Nam,03/08/1970,GD83046295894975,01/01/2025,31/12/2025,"Lô B4, Thị trấn Vĩnh An, TP HCM",0398575970
BN5141,Nguyễn Quang Vinh,DT02,Nam,19/04/1966,,,,"Đường 3/2, Thị trấn Vĩnh An, TP Hà Nội",0993787223
BN5142,Trần Kim F,DT04,Nữ,07/06/1958,,,,"Khu Phố 5, Phường Dương Đông, TP HCM",0856175540
BN5143,Lê Quang Vinh,DT03,Nam,15/07/1947,TE07002254870248,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, Tỉnh Hưng Yên",0325707784
BN5144,Đỗ Quang Vinh,DT03,Nam,27/11/1992,QN10096265726075,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP Đà Nẵng",0734480796
BN5145,Hoàng Quang Vinh,DT03,Nam,09/07/1980,TE35010660056418,13/12/2025,12/12/2026,"Lô B4, Phường Lê Lợi, Tỉnh Kiên Giang",0397832799
BN5146,Hồ Thanh Vân,DT01,Nữ,24/04/1994,BT19010782700506,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Kiên Giang",0838638691
BN5147,Trần Bảo Long,DT01,Nam,30/04/1986,GD71065765972265,21/08/2025,20/08/2026,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0818976855
BN5148,Hoàng Xuân Bách,DT01,Nam,26/08/1981,GD56082639012986,01/01/2025,31/12/2025,"Đường 3/2, Phường Bến Nghé, Tỉnh Đồng Nai",0928910252
